"time","Input"
0.0000000000000000,7.0000000000000000
0.1000000000000000,8.0998334166468275
0.2000000000000000,8.1986693307950613
0.3000000000000000,8.2955202066613403
0.4000000000000000,8.3894183423086517
0.5000000000000000,8.4794255386042039
0.6000000000000001,8.5646424733950361
0.7000000000000001,8.6442176872376919
0.8000000000000000,8.7173560908995231
0.9000000000000000,8.7833269096274833
1.0000000000000000,8.8414709848078967
1.1000000000000001,8.8912073600614363
1.2000000000000002,8.9320390859672258
1.3000000000000000,8.9635581854171917
1.4000000000000001,8.9854497299884599
1.5000000000000000,8.9974949866040532
1.6000000000000001,8.9995736030415046
1.7000000000000002,8.9916648104524697
1.8000000000000000,8.9738476308781951
1.9000000000000001,8.9463000876874155
2.0000000000000000,8.9092974268256810
2.1000000000000001,8.8632093666488743
2.2000000000000002,8.8084964038195892
2.3000000000000003,8.7457052121767198
2.4000000000000004,8.6754631805511515
2.5000000000000000,8.5984721441039564
2.6000000000000001,8.5155013718214647
2.7000000000000002,8.4273798802338291
2.8000000000000003,8.3349881501559047
2.9000000000000004,8.2392493292139832
3.0000000000000000,8.1411200080598682
3.1000000000000001,8.0415806624332902
3.2000000000000002,7.9416258565724203
3.3000000000000003,7.8422543058567511
3.4000000000000004,7.7444588979731686
3.5000000000000000,7.6492167723103801
3.6000000000000001,7.5574795567051476
3.7000000000000002,7.4701638590915067
3.8000000000000003,7.3881421090572807
3.9000000000000004,7.3122338408160257
4.0000000000000000,7.2431975046920716
4.1000000000000005,7.1817228889355889
4.2000000000000002,7.1284242275864118
4.2999999999999998,7.0838340632505448
4.4000000000000004,7.0483979261104839
4.5000000000000000,7.0224698823349030
4.6000000000000005,7.0063089963665357
4.7000000000000002,7.0000767424358994
4.8000000000000007,7.0038353911641593
4.9000000000000004,7.0175473873756680
5.0000000000000000,7.0410757253368619
5.1000000000000005,5.0741853176722680
5.2000000000000002,5.1165453442798468
5.3000000000000007,5.1677325577760991
5.4000000000000004,5.2272355124440129
5.5000000000000000,5.2944596744296080
5.6000000000000005,5.3687333621276796
5.7000000000000002,5.4493144574023624
5.8000000000000007,5.5353978205862431
5.9000000000000004,5.6261233351697637
6.0000000000000000,5.7205845018010741
6.1000000000000005,5.8178374957279049
6.2000000000000002,5.9169105971825040
6.3000000000000007,6.0168139004843502
6.4000000000000004,6.1165492048504939
6.5000000000000000,6.2151199880878156
6.6000000000000005,6.3115413635133786
6.7000000000000002,6.4048499206165985
6.8000000000000007,6.4941133511386093
6.9000000000000004,6.5784397643882002
7.0000000000000000,6.6569865987187891
7.1000000000000005,6.7289690401258762
7.2000000000000002,6.7936678638491532
7.3000000000000007,6.8504366206285647
7.4000000000000004,6.8987080958116271
7.5000000000000000,6.9379999767747389
7.6000000000000005,6.9679196720314867
7.7000000000000002,6.9881682338770004
7.8000000000000007,6.9985433453746051
7.9000000000000004,6.9989413418397719
8.0000000000000000,6.9893582466233815
8.0999999999999996,6.9698898108450864
8.2000000000000011,6.9407305566797728
8.3000000000000007,6.9021718337562934
8.4000000000000004,6.8545989080882803
8.5000000000000000,6.7984871126234907
8.5999999999999996,6.7343970978741137
8.7000000000000011,6.6629692300821821
8.8000000000000007,6.5849171928917620
8.9000000000000004,6.5010208564578846
9.0000000000000000,6.4121184852417565
9.0999999999999996,6.3190983623493517
9.2000000000000011,6.2228899141002456
9.3000000000000007,6.1244544235070615
9.4000000000000004,6.0247754254533579
9.5000000000000000,5.9248488795381906
9.6000000000000014,5.8256732187770188
9.7000000000000011,5.7282393735890560
9.8000000000000007,5.6335208707480717
9.9000000000000004,5.5424641062246787
10.0000000000000000,5.4559788891106304
10.1000000000000014,7.3749293511071166
10.2000000000000011,7.3001253124064567
10.3000000000000007,7.2323141902364174
10.4000000000000004,7.1721735309143462
10.5000000000000000,7.1203042400283296
10.6000000000000014,7.0772245783871925
10.7000000000000011,7.0433649837298118
10.8000000000000007,7.0190637699335081
10.9000000000000004,7.0045637466936226
11.0000000000000000,7.0000097934492969
11.1000000000000014,7.0054474117960108
11.2000000000000011,7.0208222708486829
11.3000000000000007,7.0459807500979110
11.4000000000000004,7.0806714743353245
11.5000000000000000,7.1245478253115717
11.6000000000000014,7.1771714050312925
11.7000000000000011,7.2380164160809679
11.8000000000000007,7.3064749152228776
11.9000000000000004,7.3818628877629671
12.0000000000000000,7.4634270819995647
12.1000000000000014,7.5503525354654002
12.2000000000000011,7.6417707177631726
12.3000000000000007,7.7367682086341993
12.4000000000000004,7.8343958245516907
12.5000000000000000,7.9336781026487992
12.6000000000000014,8.0336230472211376
12.7000000000000011,8.1332320414199444
12.8000000000000007,8.2315098251015399
12.9000000000000004,8.3274744391376920
13.0000000000000000,8.4201670368266406
13.1000000000000014,8.5086614643723752
13.2000000000000011,8.5920735147072236
13.3000000000000007,8.6695697621966019
13.4000000000000004,8.7403758899524497
13.5000000000000000,8.8037844265516210
13.6000000000000014,8.8591618148564972
13.7000000000000011,8.9059547423084631
13.8000000000000007,8.9436956694441037
13.9000000000000004,8.9720075013949767
14.0000000000000000,8.9906073556948698
14.1000000000000014,8.9993093887479176
14.2000000000000011,8.9980266527163622
14.3000000000000007,8.9867719642746131
14.4000000000000004,8.9656577765492784
14.5000000000000000,8.9348950555246827
14.6000000000000014,8.8947911721405042
14.7000000000000011,8.8457468311429324
14.8000000000000007,8.7882520673753159
14.9000000000000004,8.7228813495119759
15.0000000000000000,8.6502878401571159
